VIN	order_num	vendor_name	part_number	description	price	status	qty
BKO2YY3HI56119138	002	Newex	NX-EAEM0134	Central locking system	166.77	installed	1
BKO2YY3HI56119138	002	Newex	NX-EAES0101	Manifold absolute pressure sensor	19.73	installed	1
BKO2YY3HI56119138	002	Newex	NX-PACBS0179	Brake rotor	3.30	installed	1
BROAYF3JXYB733688	002	Newex	NX-EAEAD0043	Radio and media player	23.77	ordered	1
BROAYF3JXYB733688	002	Newex	NX-EAELASS0083	Engine bay lighting	16.80	received	1
BROAYF3JXYB733688	002	Newex	NX-EAESS0116	Starter drive	19.43	installed	1
EWUO21O8D0P959813	003	Newex	NX-BAE0018	Rear spoiler	41.51	received	1
EWUO21O8D0P959813	003	Newex	NX-ICS0157	Fastener	64.14	ordered	1
HGHHV1IWCUX780355	005	Newex	NX-EAECS0051	Alternator fan	84.98	installed	1
HGHHV1IWCUX780355	005	Newex	NX-ICS0156	Children and baby car seat	150.98	installed	1
JS0Y5W8KIDC106093	003	Newex	NX-EAEESS0060	Battery tray	10.09	installed	1
JS0Y5W8KIDC106093	003	Newex	NX-EAELASS0090	Side lighting	10.49	installed	1
JS0Y5W8KIDC106093	003	Newex	NX-EAES0111	MAP sensor	15.76	installed	1
LLPNU12CY5C440662	002	Newex	NX-EAEESS0061	Voltage regulator	27.40	installed	4
LLPNU12CY5C440662	002	Newex	NX-EAEGAM0068	Speedometer	41.01	ordered	1
MPXFMDRYC6D036656	001	Newex	NX-EAEESS0059	Battery plate	12.13	installed	1
MPXFMDRYC6D036656	001	Newex	NX-EAELASS0086	Headlight	4.67	installed	1
MPXFMDRYC6D036656	001	Newex	NX-PACBS0172	Brake drum	26.61	installed	2
MPXFMDRYC6D036656	001	Newex	NX-PACBS0190	Hose	18.64	installed	4
QF6QBNKTPSA019446	001	Newex	NX-PACBS0175	Brake pedal	80.26	ordered	1
QVSOV4QTXAE520972	003	Newex	NX-BAE0015	Roof Rack	2.41	installed	1
QVSOV4QTXAE520972	003	Newex	NX-EAES0125	Switch panel	13.78	received	1
QWYUAF6GIGE744209	001	Newex	NX-BAE0011	Pillar and hard trim	94.75	installed	1
QWYUAF6GIGE744209	001	Newex	NX-PACBS0183	Shoe web	67.97	installed	1
R3Q6NWXL5OK028859	002	Newex	NX-EAEAD0047	Subwoofer	11.97	installed	2
R3Q6NWXL5OK028859	002	Newex	NX-EAEESS0053	Battery	18.42	installed	1
TOIFP5YHHJC099537	001	Newex	NX-BAE0021	Valance	54.30	received	1
TOIFP5YHHJC099537	001	Newex	NX-BAEW0033	Glass	82.30	installed	1
TOIFP5YHHJC099537	001	Newex	NX-ICS0157	Fastener	38.13	installed	1
UAITKQ7KMQN776987	002	Newex	NX-EAELASS0089	License plate lamp	95.29	installed	1
UAITKQ7KMQN776987	002	Newex	NX-EAES0108	Transmission input and output sensor	29.84	ordered	4
UAITKQ7KMQN776987	002	Newex	NX-EAES0123	Steering column switch	32.98	installed	1
UAITKQ7KMQN776987	002	Newex	NX-PACBS0174	Brake pad	64.03	received	1
UDOHJKQNZRU355125	004	Newex	NX-PACBS0165	Adjusting mechanism	41.52	installed	1
V08JG7APNII434369	005	Newex	NX-BAE0004	Cowl screen	31.48	installed	1
V08JG7APNII434369	005	Newex	NX-EAEAD0041	Antenna assembly	0.92	installed	1
V08JG7APNII434369	005	Newex	NX-EAELASS0088	Interior light and lamp	0.92	installed	1
V08JG7APNII434369	005	Newex	NX-EAES0120	Door switch	37.73	installed	1
VJUYVX0SHHT606044	003	Newex	NX-EAEAD0041	Antenna assembly	21.36	installed	1
YA0EN8KRBAN266216	003	Newex	NX-EAES0106	Rotational sensor	29.37	received	1
YA0EN8KRBAN266216	003	Newex	NX-EAES0126	Thermostat	1.77	installed	1
YA0EN8KRBAN266216	003	Newex	NX-EAEWH0130	Interior harness	3.61	received	1
1HHB3PGRMMK153438	002	Ontomedia	OA-PACBS0167	Bleed nipple	34.38	installed	1
2YHAF0V8512939431	001	Ontomedia	OA-BAE0002	Unexposed bumper	65.08	installed	1
2YHAF0V8512939431	001	Ontomedia	OA-EAEESS0060	Battery tray	81.18	installed	4
2YHAF0V8512939431	001	Ontomedia	OA-EAES0109	ABS brack sensor	92.05	installed	1
2YHAF0V8512939431	001	Ontomedia	OA-ICS0153	Armrest	60.25	installed	1
4BW4C1KL6TZ577336	003	Ontomedia	OA-BAEW0036	Window motor	69.15	installed	1
4BW4C1KL6TZ577336	003	Ontomedia	OA-EAEM0142	Performance chip	87.61	installed	1
5NFMDSJIMMB492412	001	Ontomedia	OA-BAE0012	Quarter panel	39.71	received	1
5NFMDSJIMMB492412	001	Ontomedia	OA-EAEGAM0062	Ammeter	66.44	ordered	2
5NFMDSJIMMB492412	001	Ontomedia	OA-EAELASS0087	Headlight motor	98.60	received	1
5NFMDSJIMMB492412	001	Ontomedia	OA-ICS0154	Bench Seat	42.20	ordered	2
8JVUFKHA0TM075506	001	Ontomedia	OA-BAE0003	Exposed bumper	13.30	installed	1
8JVUFKHA0TM075506	001	Ontomedia	OA-BAED0024	Outer door handle	21.79	installed	1
8JVUFKHA0TM075506	001	Ontomedia	OA-EAES0110	TDC sensor	73.65	installed	1
8JVUFKHA0TM075506	001	Ontomedia	OA-ICS0159	Seat Belt	84.69	installed	1
8LPZZLYHF77014597	003	Ontomedia	OA-EAELASS0084	Fog Light	72.99	installed	1
8LPZZLYHF77014597	003	Ontomedia	OA-EAEM0137	Door contact	106.98	installed	1
8LPZZLYHF77014597	003	Ontomedia	OA-PACBS0171	Brake disc	108.74	installed	1
8UU0VC3VENC905922	002	Ontomedia	OA-EAELASS0084	Fog Light	58.60	installed	1
8UU0VC3VENC905922	002	Ontomedia	OA-EAELASS0086	Headlight	89.33	installed	1
8UU0VC3VENC905922	002	Ontomedia	OA-PACBS0194	Hydraulic booster unit	83.55	installed	1
8W38A5ZZFKA123439	002	Ontomedia	OA-EAEM0143	Performance Monitor	119.59	installed	1
8W38A5ZZFKA123439	002	Ontomedia	OA-EAES0112	IMA sensor	136.03	ordered	1
8WLKEABOQM5965804	002	Ontomedia	OA-BAED0026	Door control module	48.37	installed	1
8WLKEABOQM5965804	002	Ontomedia	OA-EAEGAM0073	Voltmeter	19.97	installed	1
8WLKEABOQM5965804	002	Ontomedia	OA-EAEIS0076	Distributor	2.04	installed	1
8WLKEABOQM5965804	002	Ontomedia	OA-EAEIS0077	Electronic timing controller	24.14	installed	1
ELA1OD0NP7S259553	001	Ontomedia	OA-BAEW0037	Window regulator	34.16	installed	1
EX0DFWC3FLW639681	001	Ontomedia	OA-BAEW0036	Window motor	12.65	installed	1
EX0DFWC3FLW639681	001	Ontomedia	OA-EAEM0148	Speedometer calibrator	32.44	installed	1
EX0DFWC3FLW639681	001	Ontomedia	OA-ICS0157	Fastener	23.69	installed	1
HGHHV1IWCUX780355	001	Ontomedia	OA-EAEIS0077	Electronic timing controller	155.08	installed	1
HGHHV1IWCUX780355	001	Ontomedia	OA-PACBS0197	Metering valve	85.12	installed	4
HIEWYKOMDAK597903	004	Ontomedia	OA-EAEGAM0070	Temperature gauge	119.13	installed	1
HIEWYKOMDAK597903	004	Ontomedia	OA-EAEM0132	Air bag control module	110.77	installed	1
HIEWYKOMDAK597903	004	Ontomedia	OA-ICS0157	Fastener	18.14	installed	1
HIEWYKOMDAK597903	004	Ontomedia	OA-ICS0161	Seat cover	67.52	installed	1
HXP0L3Y7NRP032607	002	Ontomedia	OA-EAEESS0053	Battery	62.38	installed	1
HXP0L3Y7NRP032607	002	Ontomedia	OA-PACBS0185	Calibrated friction brake	67.89	installed	1
I7TC64WMFN3679469	001	Ontomedia	OA-BAE0014	Rocker panel	49.98	installed	1
I7TC64WMFN3679469	001	Ontomedia	OA-BAED0025	Inner door handle	59.24	installed	1
I7TC64WMFN3679469	001	Ontomedia	OA-BAEW0035	Sunroof motor	84.15	installed	1
I7TC64WMFN3679469	002	Ontomedia	OA-BAED0030	Door and bonnet	14.38	installed	1
I7TC64WMFN3679469	002	Ontomedia	OA-EAES0098	Fuel level sensor	44.33	installed	2
I7TC64WMFN3679469	002	Ontomedia	OA-EAES0126	Thermostat	58.55	installed	1
IZPS1NTRXAH046134	002	Ontomedia	OA-10141	Fuse Box: The Alternative Tribute	145.53	installed	1
IZPS1NTRXAH046134	002	Ontomedia	OA-EAEESS0061	Voltage regulator	169.29	installed	1
IZPS1NTRXAH046134	002	Ontomedia	OA-EAEIS0079	Ignition Coil	82.26	installed	1
IZPS1NTRXAH046134	002	Ontomedia	OA-EAES0102	Oxygen sensor	172.70	installed	1
JE1O6OHJZW1220783	003	Ontomedia	OA-PACBS0177	Brake pump	37.51	installed	1
JE1O6OHJZW1220783	003	Ontomedia	OA-PACBS0190	Hose	69.27	installed	1
KZQ5C1NSWAJ790169	001	Ontomedia	OA-BAED0031	Lock	66.25	installed	1
KZQ5C1NSWAJ790169	001	Ontomedia	OA-EAEESS0060	Battery tray	27.11	installed	1
KZQ5C1NSWAJ790169	001	Ontomedia	OA-EAEGAM0062	Ammeter	5.80	installed	1
KZQ5C1NSWAJ790169	001	Ontomedia	OA-EAEWH0131	Underfloor harness	65.04	installed	2
LWA5MXOU4MD327938	001	Ontomedia	OA-BAED0032	Centre Locking	35.36	installed	2
LWA5MXOU4MD327938	001	Ontomedia	OA-PACBS0163	Anti-lock braking system	52.25	installed	1
LWA5MXOU4MD327938	001	Ontomedia	OA-PACBS0180	Brake servo	86.06	installed	2
LWA5MXOU4MD327938	001	Ontomedia	OA-PACBS0190	Hose	108.21	installed	1
M3VW8YIQKWT779745	004	Ontomedia	OA-EAEGAM0073	Voltmeter	92.09	installed	1
M3VW8YIQKWT779745	004	Ontomedia	OA-EAEM0132	Air bag control module	110.91	installed	1
M3VW8YIQKWT779745	004	Ontomedia	OA-EAEM0134	Central locking system	204.52	installed	1
M3VW8YIQKWT779745	004	Ontomedia	OA-PACBS0190	Hose	46.67	installed	1
N5QQ2WLB5PL198189	003	Ontomedia	OA-EAEESS0060	Battery tray	41.78	installed	1
N5QQ2WLB5PL198189	003	Ontomedia	OA-EAEGAM0072	Vacuum gauge	57.65	installed	1
N5QQ2WLB5PL198189	003	Ontomedia	OA-IFCAP0152	Center console	22.50	installed	1
NRQQC5OQ0F4586467	002	Ontomedia	OA-EAES0095	Camshaft position sensor	39.04	installed	1
NRQQC5OQ0F4586467	002	Ontomedia	OA-PACBS0189	Hold-down springs	24.05	received	1
Q3TT4GKZDHK659352	005	Ontomedia	OA-EAEGAM0062	Ammeter	9.44	installed	1
Q6C80HSWMFK634460	001	Ontomedia	OA-BAEW0039	Windshield washer motor	6.06	installed	1
Q6C80HSWMFK634460	001	Ontomedia	OA-EAEAD0041	Antenna assembly	16.02	installed	1
SLY1Q4WQXLP675951	003	Ontomedia	OA-BAEW0034	Sunroof	32.27	installed	2
SLY1Q4WQXLP675951	003	Ontomedia	OA-EAEESS0061	Voltage regulator	19.36	installed	1
SLY1Q4WQXLP675951	003	Ontomedia	OA-EAEGAM0065	Fuel gauge	19.18	installed	2
SLY1Q4WQXLP675951	003	Ontomedia	OA-EAEIS0079	Ignition Coil	70.08	installed	1
TVFRONGULQ7855167	002	Ontomedia	OA-EAEGAM0074	Water temperature meter	27.73	installed	3
U1GXDUQ2NVP642154	001	Ontomedia	OA-BAE0014	Rocker panel	48.43	received	1
U1GXDUQ2NVP642154	001	Ontomedia	OA-EAEGAM0067	Odometer	70.12	installed	1
U1GXDUQ2NVP642154	001	Ontomedia	OA-PACBS0168	Brake backing plate	32.12	installed	1
U3SEY7BL74U428566	001	Ontomedia	OA-BAEW0038	Windshield	63.81	installed	1
U3SEY7BL74U428566	001	Ontomedia	OA-EAEAD0046	Tuner	35.69	installed	1
UAITKQ7KMQN776987	003	Ontomedia	OA-BAE0017	Front spoiler	51.16	installed	1
V08JG7APNII434369	002	Ontomedia	OA-EAEGAM0065	Fuel gauge	0.43	installed	1
V08JG7APNII434369	002	Ontomedia	OA-EAEM0138	Engine computer and management system	37.12	installed	1
V08JG7APNII434369	002	Ontomedia	OA-EAEM0147	Speed controller	26.01	installed	1
VLYZ0TBEDGM584853	001	Ontomedia	OA-10141	Fuse Box: The Alternative Tribute	57.01	installed	1
VLYZ0TBEDGM584853	001	Ontomedia	OA-EAES0122	Power window switch	39.77	installed	1
W17V1HTH5IW129737	004	Ontomedia	OA-BAE0016	Spoiler	95.74	ordered	1
W17V1HTH5IW129737	004	Ontomedia	OA-BAE0020	Trunk	67.94	installed	1
W17V1HTH5IW129737	004	Ontomedia	OA-EAEESS0061	Voltage regulator	14.38	installed	1
W17V1HTH5IW129737	004	Ontomedia	OA-EAEM0133	Alarm and siren	78.78	ordered	1
XPBUWRX56F6412345	004	Ontomedia	OA-EAEM0149	Transmission computer	3.85	ordered	1
ZIOB2UP8DA8102221	001	Ontomedia	OA-BAE0008	Front clip	59.04	installed	1
ZIOB2UP8DA8102221	001	Ontomedia	OA-EAEGAM0074	Water temperature meter	21.10	installed	1
ZIOB2UP8DA8102221	002	Ontomedia	OA-EAEESS0053	Battery	33.39	installed	1
ZIOB2UP8DA8102221	002	Ontomedia	OA-EAES0112	IMA sensor	43.18	installed	1
ZIOB2UP8DA8102221	002	Ontomedia	OA-EAESS0119	Spark Plug	56.71	installed	1
ZIOB2UP8DA8102221	002	Ontomedia	OA-PACBS0173	Brake line	18.62	installed	1
0XPRYKN4QTB854977	001	Plusstrip	PP-10141	Fuse Box: The Alternative Tribute	41.21	installed	1
0XPRYKN4QTB854977	001	Plusstrip	PP-EAES0110	TDC sensor	21.91	installed	1
0XPRYKN4QTB854977	001	Plusstrip	PP-EAES0112	IMA sensor	30.29	installed	1
0XPRYKN4QTB854977	001	Plusstrip	PP-EAES0125	Switch panel	42.56	installed	1
1GIQVMBR2A2798107	002	Plusstrip	PP-BAE0022	Welded assembly	78.44	installed	1
1HHB3PGRMMK153438	004	Plusstrip	PP-PACBS0175	Brake pedal	4.28	ordered	1
2JUBCDLLXSB731848	001	Plusstrip	PP-BAED0031	Lock	63.95	installed	1
2JUBCDLLXSB731848	001	Plusstrip	PP-EAEESS0055	Battery box	21.20	installed	1
2MSC0A8PW8U686208	002	Plusstrip	PP-EAESS0117	Starter Motor	6.96	received	1
2MSC0A8PW8U686208	002	Plusstrip	PP-ICS0159	Seat Belt	44.01	received	1
2MSC0A8PW8U686208	002	Plusstrip	PP-PACBS0192	Air brake nylon hose	37.17	ordered	1
2MSC0A8PW8U686208	003	Plusstrip	PP-BAE0005	Decklid	6.07	ordered	1
2MSC0A8PW8U686208	003	Plusstrip	PP-EAES0109	ABS brack sensor	54.69	ordered	3
2N45QQ7SMY3757149	005	Plusstrip	PP-EAES0095	Camshaft position sensor	56.51	installed	1
323F5QUAPKX190724	002	Plusstrip	PP-BAE0015	Roof Rack	15.19	installed	3
323F5QUAPKX190724	002	Plusstrip	PP-BAEW0039	Windshield washer motor	21.86	installed	1
323F5QUAPKX190724	002	Plusstrip	PP-EAES0096	Crankshaft position sensor	30.36	installed	1
323F5QUAPKX190724	002	Plusstrip	PP-EAES0122	Power window switch	27.66	installed	1
5NFMDSJIMMB492412	004	Plusstrip	PP-BAEW0040	Window seal	57.15	received	3
5NFMDSJIMMB492412	004	Plusstrip	PP-EAEESS0057	Battery cable	21.18	installed	1
5NFMDSJIMMB492412	004	Plusstrip	PP-EAEM0140	Fuse	8.46	ordered	1
5NFMDSJIMMB492412	004	Plusstrip	PP-PACBS0183	Shoe web	87.73	received	1
73HIEJVMY26464395	002	Plusstrip	PP-EAES0122	Power window switch	140.78	installed	1
7ZGFTG3CJWB276675	001	Plusstrip	PP-EAEIS0081	Ignition controller	75.84	received	2
8CR4YKPMHVR077313	001	Plusstrip	PP-EAES0127	Frame Switch	2.95	installed	2
CXGQS7AZP6I329568	002	Plusstrip	PP-EAES0107	Temperature sensor	25.89	installed	1
EQ22HWH3DG1475247	001	Plusstrip	PP-EAEESS0055	Battery box	16.86	installed	1
EQ22HWH3DG1475247	001	Plusstrip	PP-EAES0110	TDC sensor	41.93	installed	1
EQ22HWH3DG1475247	001	Plusstrip	PP-PACBS0189	Hold-down springs	55.25	installed	1
EWUO21O8D0P959813	001	Plusstrip	PP-EAEESS0054	Performance battery	58.20	ordered	1
F032TW1LYVD881430	002	Plusstrip	PP-EAEAD0042	Antenna cable	96.49	installed	1
F032TW1LYVD881430	002	Plusstrip	PP-EAEGAM0067	Odometer	103.57	installed	1
F032TW1LYVD881430	002	Plusstrip	PP-EAELASS0084	Fog Light	13.52	installed	3
F032TW1LYVD881430	002	Plusstrip	PP-EAES0103	Power-steering pressure sensor	107.64	installed	1
I4ZQBJWMKGO132368	002	Plusstrip	PP-EAEIS0080	Ignition coil parts	58.42	installed	4
I4ZQBJWMKGO132368	002	Plusstrip	PP-EAELASS0085	Halogen	39.12	installed	1
I4ZQBJWMKGO132368	002	Plusstrip	PP-EAES0100	Light sensor	37.21	installed	1
I5E5PHXL5CF199096	001	Plusstrip	PP-BAED0027	Door seal	54.13	received	1
I5E5PHXL5CF199096	001	Plusstrip	PP-EAEM0137	Door contact	43.55	received	1
J1MG8R7RAZX116769	001	Plusstrip	PP-EAECS0050	Alternator bracket	75.68	installed	1
J1MG8R7RAZX116769	001	Plusstrip	PP-EAES0126	Thermostat	52.64	installed	1
JA7U5AG0WEE170652	002	Plusstrip	PP-EAEAD0042	Antenna cable	20.60	ordered	1
JA7U5AG0WEE170652	002	Plusstrip	PP-EAEESS0059	Battery plate	21.20	received	1
JA7U5AG0WEE170652	002	Plusstrip	PP-PACBS0174	Brake pad	5.10	ordered	4
KCXGZEVS1QW404654	005	Plusstrip	PP-EAES0101	Manifold absolute pressure sensor	37.10	installed	1
KE1QKPKS6Q8459351	001	Plusstrip	PP-PACBS0191	Brake booster hose	41.02	installed	2
KE1QKPKS6Q8459351	002	Plusstrip	PP-BAE0011	Pillar and hard trim	10.07	installed	1
KE1QKPKS6Q8459351	002	Plusstrip	PP-BAED0029	Hinge	56.21	installed	1
KE1QKPKS6Q8459351	002	Plusstrip	PP-BAEW0040	Window seal	36.14	installed	2
ME064DUO8S0025936	001	Plusstrip	PP-EAEM0148	Speedometer calibrator	3.87	installed	1
ME064DUO8S0025936	001	Plusstrip	PP-IFCAP0151	Carpet and other floor material	0.64	ordered	4
ME064DUO8S0025936	001	Plusstrip	PP-PACBS0180	Brake servo	1.31	received	1
MJZ2P85E65M015209	002	Plusstrip	PP-EAEESS0059	Battery plate	126.42	installed	2
MJZ2P85E65M015209	002	Plusstrip	PP-EAEESS0061	Voltage regulator	66.51	installed	1
MJZ2P85E65M015209	002	Plusstrip	PP-EAES0112	IMA sensor	61.70	installed	1
MTBE6DK55IO892347	004	Plusstrip	PP-BAE0010	Grille	42.70	installed	2
MTBE6DK55IO892347	004	Plusstrip	PP-EAEAD0044	Other devices	57.74	installed	1
MTBE6DK55IO892347	004	Plusstrip	PP-EAES0124	Switch cover	1.85	installed	1
MTBE6DK55IO892347	004	Plusstrip	PP-ICS0155	Bucket Seat	4.42	ordered	1
N2VSLYX8OXL077775	001	Plusstrip	PP-BAED0025	Inner door handle	83.26	installed	1
N2VSLYX8OXL077775	001	Plusstrip	PP-EAEWH0128	Air conditioning harness	102.14	installed	1
N5QQ2WLB5PL198189	001	Plusstrip	PP-EAEAD0047	Subwoofer	15.58	installed	1
N5QQ2WLB5PL198189	001	Plusstrip	PP-EAES0126	Thermostat	27.43	installed	1
N5QQ2WLB5PL198189	001	Plusstrip	PP-PACBS0191	Brake booster hose	4.52	installed	1
N5QQ2WLB5PL198189	001	Plusstrip	PP-PACBS0192	Air brake nylon hose	61.82	installed	1
N5QQ2WLB5PL198189	002	Plusstrip	PP-BAEW0034	Sunroof	16.64	installed	1
NM3BN4RJS1M492634	004	Plusstrip	PP-EAEESS0056	Battery cable terminal	65.21	ordered	5
NM3BN4RJS1M492634	004	Plusstrip	PP-EAEESS0060	Battery tray	17.13	installed	2
NM3BN4RJS1M492634	004	Plusstrip	PP-EAES0102	Oxygen sensor	56.31	received	2
NRQQC5OQ0F4586467	001	Plusstrip	PP-EAEAD0046	Tuner	28.52	installed	1
NRQQC5OQ0F4586467	001	Plusstrip	PP-EAEGAM0062	Ammeter	36.04	received	1
PI5K0FV5WKD862880	001	Plusstrip	PP-BAE0002	Unexposed bumper	140.13	installed	1
PI5K0FV5WKD862880	001	Plusstrip	PP-EAEM0144	Relay connector	127.53	installed	1
POBJLZ8FZN0427016	001	Plusstrip	PP-EAELASS0092	Tail light cover	58.24	installed	1
POBJLZ8FZN0427016	001	Plusstrip	PP-PACBS0184	Brake warning light	164.47	installed	1
QF6QBNKTPSA019446	002	Plusstrip	PP-EAEM0136	Cruise control computer	37.28	ordered	1
SL5LRZAJFUI810871	002	Plusstrip	PP-BAEW0037	Window regulator	25.14	installed	1
SL5LRZAJFUI810871	002	Plusstrip	PP-EAELASS0092	Tail light cover	24.71	received	1
TRB4XOLO3Y2181257	004	Plusstrip	PP-BAED0029	Hinge	10.36	installed	1
TRB4XOLO3Y2181257	004	Plusstrip	PP-EAECS0051	Alternator fan	29.99	installed	1
TRB4XOLO3Y2181257	004	Plusstrip	PP-EAEWH0131	Underfloor harness	28.72	installed	1
U1GXDUQ2NVP642154	004	Plusstrip	PP-BAED0031	Lock	67.78	received	1
U1GXDUQ2NVP642154	004	Plusstrip	PP-EAES0096	Crankshaft position sensor	74.75	installed	1
U6AKQW00N22614671	002	Plusstrip	PP-EAEAD0046	Tuner	100.91	installed	1
U6AKQW00N22614671	002	Plusstrip	PP-EAES0099	Knock sensor	51.42	installed	2
VLYZ0TBEDGM584853	005	Plusstrip	PP-EAES0106	Rotational sensor	38.88	installed	1
VWWOX3PM6QD757820	003	Plusstrip	PP-EAES0104	Pressure sensor	2.63	installed	1
Z0405USEZKH796737	003	Plusstrip	PP-EAES0112	IMA sensor	39.77	installed	1
Z0405USEZKH796737	003	Plusstrip	PP-PACBS0189	Hold-down springs	70.83	installed	1
Z1QCG3DRQAX515930	003	Plusstrip	PP-BAE0002	Unexposed bumper	40.89	installed	1
Z1QCG3DRQAX515930	003	Plusstrip	PP-PACBS0183	Shoe web	76.57	installed	1
054CB5NHFMK652777	001	Rundofase	RE-BAEW0039	Windshield washer motor	6.65	installed	1
054CB5NHFMK652777	001	Rundofase	RE-PACBS0190	Hose	225.61	installed	1
2BEGOJVB21D198188	001	Rundofase	RE-BAED0024	Outer door handle	89.73	ordered	1
2CB6WLH88NB344487	004	Rundofase	RE-EAELASS0088	Interior light and lamp	24.88	installed	2
3NED8CVSG6V494138	003	Rundofase	RE-BAE0009	Front fascia and header panel	57.97	installed	1
3NED8CVSG6V494138	003	Rundofase	RE-EAESS0117	Starter Motor	1.35	installed	1
3NED8CVSG6V494138	003	Rundofase	RE-PACBS0188	Dual circuit brake system	27.78	installed	1
5NFMDSJIMMB492412	003	Rundofase	RE-BAE0021	Valance	81.17	installed	1
5NFMDSJIMMB492412	003	Rundofase	RE-EAEESS0054	Performance battery	116.69	installed	1
5NFMDSJIMMB492412	003	Rundofase	RE-EAEWH0129	Engine compartment harness	111.06	ordered	1
6AZQDNCM3G6215989	001	Rundofase	RE-EAEGAM0072	Vacuum gauge	30.33	received	1
73HIEJVMY26464395	001	Rundofase	RE-PACBS0175	Brake pedal	18.30	installed	1
73HIEJVMY26464395	001	Rundofase	RE-PACBS0184	Brake warning light	144.80	installed	1
A58PSDYJWYD029917	001	Rundofase	RE-BAE0021	Valance	19.72	installed	1
A58PSDYJWYD029917	001	Rundofase	RE-PACBS0163	Anti-lock braking system	26.56	received	1
A58PSDYJWYD029917	001	Rundofase	RE-PACBS0191	Brake booster hose	33.15	received	1
ANW7EMLQVI6782246	002	Rundofase	RE-EAEESS0055	Battery box	37.72	received	2
ANW7EMLQVI6782246	002	Rundofase	RE-EAEESS0061	Voltage regulator	11.64	ordered	1
ANW7EMLQVI6782246	002	Rundofase	RE-ICS0154	Bench Seat	8.97	installed	1
BH6Z8Q8YUSV665327	002	Rundofase	RE-BAE0018	Rear spoiler	58.04	installed	1
DBF5M62ODXK242204	001	Rundofase	RE-BAED0028	Door watershield	26.24	installed	1
EZ144Z2QAJC644839	003	Rundofase	RE-BAE0000	Bonnet/hood	25.48	installed	2
EZ144Z2QAJC644839	003	Rundofase	RE-BAE0002	Unexposed bumper	49.11	installed	1
EZ144Z2QAJC644839	003	Rundofase	RE-EAEM0150	Wiring connector	28.69	installed	1
EZ144Z2QAJC644839	003	Rundofase	RE-PACBS0195	Load-sensing valve	14.01	installed	1
FPJBMT3OOG8061158	002	Rundofase	RE-EAES0093	Airbag sensor	20.46	installed	1
GEW8SXH3TWS985107	002	Rundofase	RE-ICS0161	Seat cover	1.93	installed	1
GEW8SXH3TWS985107	002	Rundofase	RE-PACBS0164	ABS steel pin	44.10	installed	1
GEW8SXH3TWS985107	002	Rundofase	RE-PACBS0194	Hydraulic booster unit	95.06	installed	5
IHYW5EQH7SL835482	001	Rundofase	RE-BAE0000	Bonnet/hood	91.00	received	1
IHYW5EQH7SL835482	001	Rundofase	RE-EAEM0148	Speedometer calibrator	80.36	ordered	1
JS0Y5W8KIDC106093	002	Rundofase	RE-BAED0032	Centre Locking	31.76	installed	1
JS0Y5W8KIDC106093	002	Rundofase	RE-EAEIS0082	Magneto	20.74	installed	2
JS0Y5W8KIDC106093	002	Rundofase	RE-EAEM0136	Cruise control computer	30.53	installed	2
JS0Y5W8KIDC106093	002	Rundofase	RE-PACBS0168	Brake backing plate	29.23	installed	1
JZKBFXYGWL5900436	001	Rundofase	RE-EAEESS0056	Battery cable terminal	54.54	installed	1
K3MTK4TIJNU760358	001	Rundofase	RE-EAEGAM0073	Voltmeter	6.34	installed	1
K3MTK4TIJNU760358	001	Rundofase	RE-EAESS0115	Starter	5.02	installed	4
K3MTK4TIJNU760358	001	Rundofase	RE-PACBS0188	Dual circuit brake system	75.29	installed	1
KCXGZEVS1QW404654	001	Rundofase	RE-EAEIS0077	Electronic timing controller	33.18	installed	1
MAO8BQ1NDT7049472	001	Rundofase	RE-BAE0022	Welded assembly	118.34	installed	4
MAO8BQ1NDT7049472	001	Rundofase	RE-BAED0023	Door beam and panel	128.44	installed	1
MAO8BQ1NDT7049472	001	Rundofase	RE-EAEAD0041	Antenna assembly	40.16	installed	1
MAO8BQ1NDT7049472	001	Rundofase	RE-PACBS0166	Anchor	17.95	installed	1
NLYCMW5DAS5194596	001	Rundofase	RE-EAEAD0045	Speaker	23.10	ordered	1
NLYCMW5DAS5194596	001	Rundofase	RE-EAES0106	Rotational sensor	50.81	installed	1
OQPBCN4Y1YB733979	002	Rundofase	RE-BAEW0034	Sunroof	141.81	installed	3
OQPBCN4Y1YB733979	002	Rundofase	RE-EAEAD0045	Speaker	115.54	installed	1
OQPBCN4Y1YB733979	002	Rundofase	RE-EAEAD0046	Tuner	114.20	installed	1
OQPBCN4Y1YB733979	002	Rundofase	RE-EAEGAM0069	Tachometer	116.66	installed	1
OQPBCN4Y1YB733979	005	Rundofase	RE-BAED0023	Door beam and panel	141.47	installed	2
OQPBCN4Y1YB733979	005	Rundofase	RE-EAEESS0061	Voltage regulator	136.37	installed	1
OQPBCN4Y1YB733979	005	Rundofase	RE-ICS0153	Armrest	143.89	installed	1
OQPBCN4Y1YB733979	005	Rundofase	RE-PACBS0164	ABS steel pin	143.09	installed	1
P54475O4N8K403608	003	Rundofase	RE-EAES0108	Transmission input and output sensor	102.55	installed	1
P54475O4N8K403608	003	Rundofase	RE-EAEWH0129	Engine compartment harness	124.73	installed	1
P54475O4N8K403608	003	Rundofase	RE-PACBS0174	Brake pad	85.54	installed	2
Q3TT4GKZDHK659352	004	Rundofase	RE-BAED0027	Door seal	30.26	installed	2
