INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('036EG6XGHFJ822528-001', '036EG6XGHFJ822528', '1', 'Bioholding', 'user09', 81.07000000000001);
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAES0112', '0XPRYKN4QTB854977-001', 'IMA sensor', 'installed', '30.29', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAES0125', '0XPRYKN4QTB854977-001', 'Switch panel', 'installed', '42.56', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-BAE0022', '1GIQVMBR2A2798107-002', 'Welded assembly', 'installed', '78.44', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-PACBS0175', '1HHB3PGRMMK153438-004', 'Brake pedal', 'ordered', '4.28', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-BAED0031', '2JUBCDLLXSB731848-001', 'Lock', 'installed', '63.95', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAEESS0055', '2JUBCDLLXSB731848-001', 'Battery box', 'installed', '21.20', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAESS0117', '2MSC0A8PW8U686208-002', 'Starter Motor', 'received', '6.96', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-ICS0159', '2MSC0A8PW8U686208-002', 'Seat Belt', 'received', '44.01', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-PACBS0192', '2MSC0A8PW8U686208-002', 'Air brake nylon hose', 'ordered', '37.17', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-BAE0005', '2MSC0A8PW8U686208-003', 'Decklid', 'ordered', '6.07', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAES0109', '2MSC0A8PW8U686208-003', 'ABS brack sensor', 'ordered', '54.69', '3');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAES0095', '2N45QQ7SMY3757149-005', 'Camshaft position sensor', 'installed', '56.51', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-BAE0015', '323F5QUAPKX190724-002', 'Roof Rack', 'installed', '15.19', '3');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-BAEW0039', '323F5QUAPKX190724-002', 'Windshield washer motor', 'installed', '21.86', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAES0096', '323F5QUAPKX190724-002', 'Crankshaft position sensor', 'installed', '30.36', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAES0122', '323F5QUAPKX190724-002', 'Power window switch', 'installed', '27.66', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-BAEW0040', '5NFMDSJIMMB492412-004', 'Window seal', 'received', '57.15', '3');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAEESS0057', '5NFMDSJIMMB492412-004', 'Battery cable', 'installed', '21.18', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAEM0140', '5NFMDSJIMMB492412-004', 'Fuse', 'ordered', '8.46', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-PACBS0183', '5NFMDSJIMMB492412-004', 'Shoe web', 'received', '87.73', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAES0122', '73HIEJVMY26464395-002', 'Power window switch', 'installed', '140.78', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAEIS0081', '7ZGFTG3CJWB276675-001', 'Ignition controller', 'received', '75.84', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAES0127', '8CR4YKPMHVR077313-001', 'Frame Switch', 'installed', '2.95', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAES0107', 'CXGQS7AZP6I329568-002', 'Temperature sensor', 'installed', '25.89', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAEESS0055', 'EQ22HWH3DG1475247-001', 'Battery box', 'installed', '16.86', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAES0110', 'EQ22HWH3DG1475247-001', 'TDC sensor', 'installed', '41.93', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-PACBS0189', 'EQ22HWH3DG1475247-001', 'Hold-down springs', 'installed', '55.25', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAEESS0054', 'EWUO21O8D0P959813-001', 'Performance battery', 'ordered', '58.20', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAEAD0042', 'F032TW1LYVD881430-002', 'Antenna cable', 'installed', '96.49', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAEGAM0067', 'F032TW1LYVD881430-002', 'Odometer', 'installed', '103.57', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAELASS0084', 'F032TW1LYVD881430-002', 'Fog Light', 'installed', '13.52', '3');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAES0103', 'F032TW1LYVD881430-002', 'Power-steering pressure sensor', 'installed', '107.64', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAEIS0080', 'I4ZQBJWMKGO132368-002', 'Ignition coil parts', 'installed', '58.42', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAELASS0085', 'I4ZQBJWMKGO132368-002', 'Halogen', 'installed', '39.12', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAES0100', 'I4ZQBJWMKGO132368-002', 'Light sensor', 'installed', '37.21', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-BAED0027', 'I5E5PHXL5CF199096-001', 'Door seal', 'received', '54.13', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAEM0137', 'I5E5PHXL5CF199096-001', 'Door contact', 'received', '43.55', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAECS0050', 'J1MG8R7RAZX116769-001', 'Alternator bracket', 'installed', '75.68', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAES0126', 'J1MG8R7RAZX116769-001', 'Thermostat', 'installed', '52.64', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAEAD0042', 'JA7U5AG0WEE170652-002', 'Antenna cable', 'ordered', '20.60', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAEESS0059', 'JA7U5AG0WEE170652-002', 'Battery plate', 'received', '21.20', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-PACBS0174', 'JA7U5AG0WEE170652-002', 'Brake pad', 'ordered', '5.10', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAES0101', 'KCXGZEVS1QW404654-005', 'Manifold absolute pressure sensor', 'installed', '37.10', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-PACBS0191', 'KE1QKPKS6Q8459351-001', 'Brake booster hose', 'installed', '41.02', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-BAE0011', 'KE1QKPKS6Q8459351-002', 'Pillar and hard trim', 'installed', '10.07', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-BAED0029', 'KE1QKPKS6Q8459351-002', 'Hinge', 'installed', '56.21', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-BAEW0040', 'KE1QKPKS6Q8459351-002', 'Window seal', 'installed', '36.14', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAEM0148', 'ME064DUO8S0025936-001', 'Speedometer calibrator', 'installed', '3.87', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-IFCAP0151', 'ME064DUO8S0025936-001', 'Carpet and other floor material', 'ordered', '0.64', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-PACBS0180', 'ME064DUO8S0025936-001', 'Brake servo', 'received', '1.31', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAEESS0059', 'MJZ2P85E65M015209-002', 'Battery plate', 'installed', '126.42', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAEESS0061', 'MJZ2P85E65M015209-002', 'Voltage regulator', 'installed', '66.51', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAES0112', 'MJZ2P85E65M015209-002', 'IMA sensor', 'installed', '61.70', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-BAE0010', 'MTBE6DK55IO892347-004', 'Grille', 'installed', '42.70', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAEAD0044', 'MTBE6DK55IO892347-004', 'Other devices', 'installed', '57.74', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAES0124', 'MTBE6DK55IO892347-004', 'Switch cover', 'installed', '1.85', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-ICS0155', 'MTBE6DK55IO892347-004', 'Bucket Seat', 'ordered', '4.42', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-BAED0025', 'N2VSLYX8OXL077775-001', 'Inner door handle', 'installed', '83.26', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAEWH0128', 'N2VSLYX8OXL077775-001', 'Air conditioning harness', 'installed', '102.14', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAEAD0047', 'N5QQ2WLB5PL198189-001', 'Subwoofer', 'installed', '15.58', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAES0126', 'N5QQ2WLB5PL198189-001', 'Thermostat', 'installed', '27.43', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-PACBS0191', 'N5QQ2WLB5PL198189-001', 'Brake booster hose', 'installed', '4.52', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-PACBS0192', 'N5QQ2WLB5PL198189-001', 'Air brake nylon hose', 'installed', '61.82', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-BAEW0034', 'N5QQ2WLB5PL198189-002', 'Sunroof', 'installed', '16.64', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAEESS0056', 'NM3BN4RJS1M492634-004', 'Battery cable terminal', 'ordered', '65.21', '5');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAEESS0060', 'NM3BN4RJS1M492634-004', 'Battery tray', 'installed', '17.13', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAES0102', 'NM3BN4RJS1M492634-004', 'Oxygen sensor', 'received', '56.31', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAEAD0046', 'NRQQC5OQ0F4586467-001', 'Tuner', 'installed', '28.52', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAEGAM0062', 'NRQQC5OQ0F4586467-001', 'Ammeter', 'received', '36.04', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-BAE0002', 'PI5K0FV5WKD862880-001', 'Unexposed bumper', 'installed', '140.13', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAEM0144', 'PI5K0FV5WKD862880-001', 'Relay connector', 'installed', '127.53', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAELASS0092', 'POBJLZ8FZN0427016-001', 'Tail light cover', 'installed', '58.24', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-PACBS0184', 'POBJLZ8FZN0427016-001', 'Brake warning light', 'installed', '164.47', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAEM0136', 'QF6QBNKTPSA019446-002', 'Cruise control computer', 'ordered', '37.28', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-BAEW0037', 'SL5LRZAJFUI810871-002', 'Window regulator', 'installed', '25.14', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAELASS0092', 'SL5LRZAJFUI810871-002', 'Tail light cover', 'received', '24.71', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-BAED0029', 'TRB4XOLO3Y2181257-004', 'Hinge', 'installed', '10.36', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAECS0051', 'TRB4XOLO3Y2181257-004', 'Alternator fan', 'installed', '29.99', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAEWH0131', 'TRB4XOLO3Y2181257-004', 'Underfloor harness', 'installed', '28.72', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-BAED0031', 'U1GXDUQ2NVP642154-004', 'Lock', 'received', '67.78', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAES0096', 'U1GXDUQ2NVP642154-004', 'Crankshaft position sensor', 'installed', '74.75', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAEAD0046', 'U6AKQW00N22614671-002', 'Tuner', 'installed', '100.91', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAES0099', 'U6AKQW00N22614671-002', 'Knock sensor', 'installed', '51.42', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAES0106', 'VLYZ0TBEDGM584853-005', 'Rotational sensor', 'installed', '38.88', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAES0104', 'VWWOX3PM6QD757820-003', 'Pressure sensor', 'installed', '2.63', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAES0112', 'Z0405USEZKH796737-003', 'IMA sensor', 'installed', '39.77', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-PACBS0189', 'Z0405USEZKH796737-003', 'Hold-down springs', 'installed', '70.83', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-BAE0002', 'Z1QCG3DRQAX515930-003', 'Unexposed bumper', 'installed', '40.89', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-PACBS0183', 'Z1QCG3DRQAX515930-003', 'Shoe web', 'installed', '76.57', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-BAEW0039', '054CB5NHFMK652777-001', 'Windshield washer motor', 'installed', '6.65', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-PACBS0190', '054CB5NHFMK652777-001', 'Hose', 'installed', '225.61', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-BAED0024', '2BEGOJVB21D198188-001', 'Outer door handle', 'ordered', '89.73', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-EAELASS0088', '2CB6WLH88NB344487-004', 'Interior light and lamp', 'installed', '24.88', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-BAE0009', '3NED8CVSG6V494138-003', 'Front fascia and header panel', 'installed', '57.97', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-EAESS0117', '3NED8CVSG6V494138-003', 'Starter Motor', 'installed', '1.35', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-PACBS0188', '3NED8CVSG6V494138-003', 'Dual circuit brake system', 'installed', '27.78', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-BAE0021', '5NFMDSJIMMB492412-003', 'Valance', 'installed', '81.17', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-EAEESS0054', '5NFMDSJIMMB492412-003', 'Performance battery', 'installed', '116.69', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-EAEWH0129', '5NFMDSJIMMB492412-003', 'Engine compartment harness', 'ordered', '111.06', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-EAEGAM0072', '6AZQDNCM3G6215989-001', 'Vacuum gauge', 'received', '30.33', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-PACBS0175', '73HIEJVMY26464395-001', 'Brake pedal', 'installed', '18.30', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-PACBS0184', '73HIEJVMY26464395-001', 'Brake warning light', 'installed', '144.80', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-BAE0021', 'A58PSDYJWYD029917-001', 'Valance', 'installed', '19.72', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-PACBS0163', 'A58PSDYJWYD029917-001', 'Anti-lock braking system', 'received', '26.56', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-PACBS0191', 'A58PSDYJWYD029917-001', 'Brake booster hose', 'received', '33.15', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-EAEESS0055', 'ANW7EMLQVI6782246-002', 'Battery box', 'received', '37.72', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-EAEESS0061', 'ANW7EMLQVI6782246-002', 'Voltage regulator', 'ordered', '11.64', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-ICS0154', 'ANW7EMLQVI6782246-002', 'Bench Seat', 'installed', '8.97', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-BAE0018', 'BH6Z8Q8YUSV665327-002', 'Rear spoiler', 'installed', '58.04', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-BAED0028', 'DBF5M62ODXK242204-001', 'Door watershield', 'installed', '26.24', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-BAE0000', 'EZ144Z2QAJC644839-003', 'Bonnet/hood', 'installed', '25.48', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-BAE0002', 'EZ144Z2QAJC644839-003', 'Unexposed bumper', 'installed', '49.11', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-EAEM0150', 'EZ144Z2QAJC644839-003', 'Wiring connector', 'installed', '28.69', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-PACBS0195', 'EZ144Z2QAJC644839-003', 'Load-sensing valve', 'installed', '14.01', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-EAES0093', 'FPJBMT3OOG8061158-002', 'Airbag sensor', 'installed', '20.46', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-ICS0161', 'GEW8SXH3TWS985107-002', 'Seat cover', 'installed', '1.93', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-PACBS0164', 'GEW8SXH3TWS985107-002', 'ABS steel pin', 'installed', '44.10', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-PACBS0194', 'GEW8SXH3TWS985107-002', 'Hydraulic booster unit', 'installed', '95.06', '5');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-BAE0000', 'IHYW5EQH7SL835482-001', 'Bonnet/hood', 'received', '91.00', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-EAEM0148', 'IHYW5EQH7SL835482-001', 'Speedometer calibrator', 'ordered', '80.36', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-BAED0032', 'JS0Y5W8KIDC106093-002', 'Centre Locking', 'installed', '31.76', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-EAEIS0082', 'JS0Y5W8KIDC106093-002', 'Magneto', 'installed', '20.74', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-EAEM0136', 'JS0Y5W8KIDC106093-002', 'Cruise control computer', 'installed', '30.53', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-PACBS0168', 'JS0Y5W8KIDC106093-002', 'Brake backing plate', 'installed', '29.23', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-EAEESS0056', 'JZKBFXYGWL5900436-001', 'Battery cable terminal', 'installed', '54.54', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-EAEGAM0073', 'K3MTK4TIJNU760358-001', 'Voltmeter', 'installed', '6.34', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-EAESS0115', 'K3MTK4TIJNU760358-001', 'Starter', 'installed', '5.02', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-PACBS0188', 'K3MTK4TIJNU760358-001', 'Dual circuit brake system', 'installed', '75.29', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-EAEIS0077', 'KCXGZEVS1QW404654-001', 'Electronic timing controller', 'installed', '33.18', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-BAE0022', 'MAO8BQ1NDT7049472-001', 'Welded assembly', 'installed', '118.34', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-BAED0023', 'MAO8BQ1NDT7049472-001', 'Door beam and panel', 'installed', '128.44', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-EAEAD0041', 'MAO8BQ1NDT7049472-001', 'Antenna assembly', 'installed', '40.16', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-PACBS0166', 'MAO8BQ1NDT7049472-001', 'Anchor', 'installed', '17.95', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-EAEAD0045', 'NLYCMW5DAS5194596-001', 'Speaker', 'ordered', '23.10', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-EAES0106', 'NLYCMW5DAS5194596-001', 'Rotational sensor', 'installed', '50.81', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-BAEW0034', 'OQPBCN4Y1YB733979-002', 'Sunroof', 'installed', '141.81', '3');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-EAEAD0045', 'OQPBCN4Y1YB733979-002', 'Speaker', 'installed', '115.54', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-EAEAD0046', 'OQPBCN4Y1YB733979-002', 'Tuner', 'installed', '114.20', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-EAEGAM0069', 'OQPBCN4Y1YB733979-002', 'Tachometer', 'installed', '116.66', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-BAED0023', 'OQPBCN4Y1YB733979-005', 'Door beam and panel', 'installed', '141.47', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-EAEESS0061', 'OQPBCN4Y1YB733979-005', 'Voltage regulator', 'installed', '136.37', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-ICS0153', 'OQPBCN4Y1YB733979-005', 'Armrest', 'installed', '143.89', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-PACBS0164', 'OQPBCN4Y1YB733979-005', 'ABS steel pin', 'installed', '143.09', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-EAES0108', 'P54475O4N8K403608-003', 'Transmission input and output sensor', 'installed', '102.55', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-EAEWH0129', 'P54475O4N8K403608-003', 'Engine compartment harness', 'installed', '124.73', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-PACBS0174', 'P54475O4N8K403608-003', 'Brake pad', 'installed', '85.54', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-BAED0027', 'Q3TT4GKZDHK659352-004', 'Door seal', 'installed', '30.26', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-EAES0125', 'RP3I3QO2BYF582498-003', 'Switch panel', 'ordered', '46.28', '3');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-BAEW0035', 'V08JG7APNII434369-004', 'Sunroof motor', 'installed', '8.75', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-EAES0120', 'VTVE6444244403193-004', 'Door switch', 'installed', '16.56', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-BAE0004', 'XNUNZXGY3NC711419-001', 'Cowl screen', 'installed', '52.78', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-EAELASS0085', 'XNUNZXGY3NC711419-001', 'Halogen', 'installed', '34.63', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-PACBS0170', 'XNUNZXGY3NC711419-001', 'Brake cooling duct', 'installed', '10.58', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-EAEAD0041', 'XPBUWRX56F6412345-001', 'Antenna assembly', 'installed', '35.84', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-EAEM0146', 'XPBUWRX56F6412345-001', 'Shift improver', 'installed', '0.04', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-ICS0153', 'XPBUWRX56F6412345-001', 'Armrest', 'installed', '31.48', '1');
